0.660 	35.573861
0.661 	37.814781
0.662 	37.234906
0.663 	37.334521
0.664 	33.764407
0.665 	33.457199
0.666 	36.493124
0.667 	35.522577
0.668 	36.376904
0.669 	35.906675
0.670 	34.082861
0.671 	36.396828
0.672 	30.725203
0.673 	35.251217
0.674 	37.081843
0.675 	33.047344
0.676 	34.319899
0.677 	37.558490
0.678 	34.538101
0.679 	35.108823
0.680 	33.880418
0.681 	32.621639
0.682 	31.967368
0.683 	34.621068
0.684 	36.175936
0.685 	33.682121
0.686 	34.332052
0.687 	34.606846
0.688 	34.984641
0.689 	34.492920
0.690 	33.800634
0.691 	31.122598
0.692 	32.443221
0.693 	33.653455
0.694 	30.048097
0.695 	29.920612
0.696 	33.928230
0.697 	34.499259
0.698 	36.038087
0.699 	34.284710
0.700 	33.930452
0.701 	32.489897
0.702 	31.563020
0.703 	32.288205
0.704 	33.546313
0.705 	33.068552
0.706 	32.910156
0.707 	34.123385
0.708 	33.276771
0.709 	30.215892
0.710 	28.532290
0.711 	31.263845
0.712 	31.474952
0.713 	30.769124
0.714 	30.759790
0.715 	32.845438
0.716 	33.242013
0.717 	33.315346
0.718 	33.394310
0.719 	32.128155
0.720 	30.395073
0.721 	30.527087
0.722 	33.751706
0.723 	33.297224
0.724 	30.185591
0.725 	30.972334
0.726 	31.652150
0.727 	31.277132
0.728 	31.221809
0.729 	31.766536
0.730 	32.293545
0.731 	30.932427
0.732 	29.588095
0.733 	30.811339
0.734 	31.890018
0.735 	31.405398
0.736 	31.706227
0.737 	31.194936
0.738 	31.142530
0.739 	31.498563
0.740 	30.040172
0.741 	28.730058
0.742 	29.236345
0.743 	31.506114
0.744 	31.344826
0.745 	29.986422
0.746 	30.612978
0.747 	30.728159
0.748 	30.259134
0.749 	31.624035
0.750 	30.768715
0.751 	27.323180
0.752 	27.807184
0.753 	30.151051
0.754 	30.666643
0.755 	29.289948
0.756 	29.428494
0.757 	30.409455
0.758 	29.461116
0.759 	29.452650
0.760 	30.091516
0.761 	30.316116
0.762 	30.154358
0.763 	30.820595
0.764 	30.720389
0.765 	31.036557
0.766 	31.191605
0.767 	30.516994
0.768 	29.869517
0.769 	29.461100
0.770 	29.870458
0.771 	30.069256
0.772 	30.296885
0.773 	30.202467
0.774 	28.526840
0.775 	27.434218
0.776 	28.163886
0.777 	28.942337
0.778 	28.177236
0.779 	27.575006
0.780 	28.761310
0.781 	29.620646
0.782 	29.450384
0.783 	29.179055
0.784 	29.731640
0.785 	29.488246
0.786 	29.070996
0.787 	30.294643
0.788 	30.606365
0.789 	30.115252
0.790 	29.797837
0.791 	30.018986
0.792 	30.195631
0.793 	28.737628
0.794 	28.338344
0.795 	28.603021
0.796 	28.238892
0.797 	28.748911
0.798 	30.078296
0.799 	30.305967
0.800 	30.305157
0.801 	30.936366
0.802 	30.454434
0.803 	28.859022
0.804 	28.145817
0.805 	28.408958
0.806 	29.219357
0.807 	29.247749
0.808 	28.782315
0.809 	29.266520
0.810 	29.087025
0.811 	28.366618
0.812 	28.475986
0.813 	28.270980
0.814 	28.438720
0.815 	29.243801
0.816 	29.093642
0.817 	28.386134
0.818 	28.501131
0.819 	28.849116
0.820 	28.843375
0.821 	28.843516
0.822 	28.981796
0.823 	29.051642
0.824 	29.285366
0.825 	29.812043
0.826 	29.731696
0.827 	29.156068
0.828 	28.596837
0.829 	27.892597
0.830 	27.549653
0.831 	28.185355
0.832 	28.356625
0.833 	27.133961
0.834 	26.405549
0.835 	27.038037
0.836 	27.559732
0.837 	28.096258
0.838 	29.082327
0.839 	29.136055
0.840 	28.323663
0.841 	28.042002
0.842 	28.756182
0.843 	28.659068
0.844 	27.525555
0.845 	27.402854
0.846 	28.158616
0.847 	28.636973
0.848 	28.306598
0.849 	27.710235
0.850 	27.582328
0.851 	27.356085
0.852 	27.099877
0.853 	27.824986
0.854 	28.525657
0.855 	28.217914
0.856 	28.049170
0.857 	28.166935
0.858 	27.759549
0.859 	27.344084
0.860 	27.498114
0.861 	27.849506
0.862 	28.196729
0.863 	28.262558
0.864 	27.919021
0.865 	27.358838
0.866 	26.796052
0.867 	26.747098
0.868 	27.463354
0.869 	28.429289
0.870 	28.748909
0.871 	28.284999
0.872 	27.546538
0.873 	27.294962
0.874 	28.085272
0.875 	28.860731
0.876 	28.760279
0.877 	27.997615
0.878 	26.827645
0.879 	26.104711
0.880 	26.584686
0.881 	27.592283
0.882 	27.537934
0.883 	26.580683
0.884 	26.487982
0.885 	27.218295
0.886 	27.736288
0.887 	28.054220
0.888 	28.085323
0.889 	27.591494
0.890 	26.958811
0.891 	26.842252
0.892 	27.151482
0.893 	27.354260
0.894 	27.409995
0.895 	27.379510
0.896 	27.318271
0.897 	27.576713
0.898 	27.514908
0.899 	26.795977
0.900 	26.051263
0.901 	25.844744
0.902 	26.218747
0.903 	26.767695
0.904 	27.126330
0.905 	27.173844
0.906 	26.920830
0.907 	26.847519
0.908 	27.222860
0.909 	27.670506
0.910 	27.641521
0.911 	27.234625
0.912 	26.842034
0.913 	26.424456
0.914 	26.009763
0.915 	26.163371
0.916 	26.943500
0.917 	27.537495
0.918 	27.318834
0.919 	26.574722
0.920 	26.053825
