0.660 	46.364870
0.661 	46.462117
0.662 	49.107899
0.663 	50.356258
0.664 	48.643612
0.665 	46.801121
0.666 	50.791898
0.667 	45.972255
0.668 	45.802075
0.669 	47.195258
0.670 	43.929613
0.671 	42.432556
0.672 	45.808085
0.673 	50.724593
0.674 	43.482242
0.675 	39.745237
0.676 	37.167600
0.677 	41.171407
0.678 	47.180255
0.679 	44.791988
0.680 	47.793731
0.681 	45.909021
0.682 	43.005725
0.683 	45.061796
0.684 	48.513852
0.685 	44.378593
0.686 	41.341493
0.687 	38.980842
0.688 	42.659181
0.689 	47.105165
0.690 	44.600358
0.691 	41.066415
0.692 	45.030856
0.693 	45.951416
0.694 	44.249059
0.695 	44.664552
0.696 	42.536022
0.697 	42.107050
0.698 	45.414495
0.699 	39.740815
0.700 	38.997691
0.701 	40.362292
0.702 	43.554521
0.703 	45.286988
0.704 	42.219040
0.705 	37.320809
0.706 	37.802882
0.707 	39.447301
0.708 	40.165778
0.709 	39.687875
0.710 	40.705597
0.711 	40.637065
0.712 	39.911072
0.713 	44.242219
0.714 	45.766841
0.715 	40.179820
0.716 	36.820143
0.717 	39.028163
0.718 	40.842543
0.719 	41.075441
0.720 	38.984339
0.721 	40.496421
0.722 	42.134674
0.723 	39.287063
0.724 	38.947310
0.725 	41.216770
0.726 	41.420005
0.727 	40.160646
0.728 	39.188046
0.729 	40.877801
0.730 	40.938139
0.731 	38.872323
0.732 	36.961138
0.733 	37.909385
0.734 	39.194170
0.735 	39.982997
0.736 	40.341795
0.737 	38.349885
0.738 	37.111358
0.739 	37.335461
0.740 	38.283962
0.741 	38.514748
0.742 	37.930990
0.743 	37.690708
0.744 	38.338648
0.745 	38.744159
0.746 	39.215793
0.747 	40.963558
0.748 	39.666670
0.749 	37.831769
0.750 	38.062650
0.751 	36.865354
0.752 	36.570020
0.753 	36.819374
0.754 	36.773304
0.755 	36.638292
0.756 	36.161864
0.757 	36.599384
0.758 	35.999109
0.759 	36.329819
0.760 	38.955092
0.761 	40.469527
0.762 	39.307362
0.763 	38.345107
0.764 	38.623614
0.765 	37.035687
0.766 	35.690939
0.767 	36.245033
0.768 	36.567017
0.769 	35.876224
0.770 	36.858604
0.771 	37.957648
0.772 	38.845733
0.773 	39.599169
0.774 	37.438051
0.775 	35.706378
0.776 	35.405827
0.777 	35.095720
0.778 	35.535467
0.779 	36.522345
0.780 	36.970669
0.781 	37.167603
0.782 	37.222019
0.783 	37.147314
0.784 	37.241860
0.785 	37.974458
0.786 	36.861861
0.787 	35.745385
0.788 	35.789129
0.789 	34.857909
0.790 	35.134623
0.791 	36.323917
0.792 	36.312613
0.793 	36.013069
0.794 	35.622985
0.795 	35.687804
0.796 	36.677444
0.797 	37.709624
0.798 	37.246597
0.799 	35.974170
0.800 	35.560868
0.801 	36.307797
0.802 	36.594639
0.803 	36.147874
0.804 	36.128480
0.805 	35.607071
0.806 	35.174046
0.807 	35.465555
0.808 	35.814636
0.809 	36.192594
0.810 	36.004159
0.811 	35.567456
0.812 	36.254170
0.813 	37.142812
0.814 	36.830544
0.815 	36.276629
